geo,time,Search_impression,Display_impression,Video_impression,DemandGen_impression,Search_spend,Display_spend,Video_spend,Demand Gen_spend,Conversions,Population,Revenue_Per_Conversion
Maine,9/23/24,174,"1,831",207,26,$101.77,$6.42,$3.47,$0.16,1,1372247,$588
Maryland,9/23/24,"1,679","7,877","3,156",354,$483.34,$41.44,$52.07,$7.73,2,6165129,"$1,176"
Massachusetts,9/23/24,"1,295","13,580","2,908",273,$364.63,$64.66,$37.59,$1.47,3,6984723,"$1,764"
Michigan,9/23/24,"1,629","7,055","1,904",191,$437.85,$39.87,$35.32,$2.69,3,10077331,"$1,764"
Midlothian,9/23/24,26,6,31,,$6.68,$0.00,$0.27, --,0,93830,$0
Minnesota,9/23/24,756,"4,832","1,292",156,$230.37,$12.63,$20.59,$1.34,2,5706398,"$1,176"
Mississippi,9/23/24,420,"1,845","1,033",60,$148.51,$8.22,$21.97,$0.61,0,2949965,$0
Missouri,9/23/24,894,"4,608","1,421",138,$393.86,$16.70,$24.04,$2.09,3,6168187,"$1,764"
Montana,9/23/24,144,626,80,12,$39.21,$0.00,$1.03,$0.04,0,1084225,$0
Nebraska,9/23/24,280,"1,192",295,22,$84.35,$1.65,$4.48,$0.18,0,1961504,$0
Nevada,9/23/24,578,"2,825",855,185,$158.71,$33.61,$11.72,$5.51,2,3104614,"$1,176"
New Hampshire,9/23/24,214,"1,436",327,27,$81.89,$3.00,$7.26,$0.77,1,1388992,$588
New Jersey,9/23/24,"2,250","13,583","4,181",375,$935.76,$77.14,$62.45,$5.02,4,9288994,"$2,352"
New Mexico,9/23/24,269,"1,462",359,90,$73.56,$1.44,$6.32,$1.25,0,2117522,$0
New York,9/23/24,"4,407","42,811","10,325",766,"$1,671.26",$543.78,$186.60,$8.62,19,19835913,"$11,172"
North Carolina,9/23/24,"2,076","14,100","3,072",546,$790.57,$101.04,$64.86,$7.37,10,10551162,"$5,880"
North Dakota,9/23/24,85,326,99,23,$44.25,$0.24,$1.60,$0.07,0,779702,$0
North Lanarkshire,9/23/24,66,49,89,,$38.14,$0.70,$0.36, --,0,341140,$0
Northern Ireland,9/23/24,427,593,498,,$135.65,$11.70,$4.68, --,2,1903100,"$1,176"
Ohio,9/23/24,"2,095","9,614","2,538",229,$617.42,$56.74,$52.95,$1.93,3,11780017,"$1,764"
Oklahoma,9/23/24,538,"1,908",847,94,$132.47,$2.41,$17.74,$0.79,0,3986639,$0
Oregon,9/23/24,635,"3,808","1,010",94,$222.81,$13.25,$15.25,$0.66,0,4237256,$0
Orkney,9/23/24,6,17,,,$0.00,$0.00, --, --,0,22400,$0
Pembrokeshire,9/23/24,27,13,39,,$10.27,$0.00,$0.36, --,0,125818,$0
Pennsylvania,9/23/24,"2,061","11,657","3,011",255,$820.98,$33.34,$48.68,$3.34,8,12964056,"$4,704"
Plymouth,9/23/24,94,117,171,,$27.23,$1.08,$0.72, --,0,263100,$0
Powys,9/23/24,21,13,12,,$8.13,$0.00,$0.01, --,0,133030,$0
Rhode Island,9/23/24,166,"1,098",202,25,$42.14,$3.61,$3.62,$0.21,0,1098163,$0
San Francisco Bay Area,9/23/24,951,"16,243","3,073",335,$264.24,$56.05,$39.33,$3.86,2,7753000,"$1,176"
Scotland,9/23/24,"1,036","1,010","1,280",,$359.57,$3.76,$8.96, --,0,5479900,$0
Silicon Valley,9/23/24,293,"5,373",859,134,$56.61,$19.98,$10.35,$1.00,1,3137600,$588
Somerset,9/23/24,153,137,185,,$99.89,$0.00,$1.36, --,0,965424,$0
South Carolina,9/23/24,920,"4,931","1,197",152,$323.82,$37.64,$23.51,$1.56,0,5190705,$0
South Dakota,9/23/24,92,328,122,18,$9.71,$0.00,$1.39,$0.21,0,903027,$0
Stoke-on-Trent,9/23/24,85,18,212,,$24.74,$0.00,$1.19, --,0,256621,$0
Tennessee,9/23/24,"1,213","4,683","1,543",181,$404.18,$21.19,$28.17,$2.35,3,6975218,"$1,764"
Texas,9/23/24,"5,181","25,448","9,495","1,211","$1,559.99",$111.08,$139.17,$16.97,11,29527941,"$6,468"
Utah,9/23/24,368,"2,188",543,77,$58.95,$4.92,$6.09,$1.86,2,3337975,"$1,176"
Vale of Glamorgan,9/23/24,33,58,31,,$17.81,$0.00,$0.11, --,0,136720,$0
Vermont,9/23/24,83,949,119,12,$41.31,$0.60,$2.09,$0.09,0,643077,$0
Virginia,9/23/24,"1,888","14,651","3,699",374,$747.58,$60.37,$53.88,$11.27,5,8642274,"$2,940"
Wales,9/23/24,812,842,"1,092",,$250.14,$3.93,$7.88, --,7,3105000,"$4,116"
Washington,9/23/24,"1,110","9,025","2,587",396,$413.54,$42.36,$33.25,$5.45,4,7796941,"$2,352"
West Virginia,9/23/24,171,598,357,26,$67.40,$4.03,$5.85,$0.20,0,1782959,$0
Wisconsin,9/23/24,663,"3,340",850,91,$232.96,$5.84,$20.05,$0.47,3,5893718,"$1,764"
Wyoming,9/23/24,84,451,74,12,$51.97,$1.07,$1.07,$0.08,1,577719,$588
Akrotiri and Dhekelia,9/30/24,4,,4,,$6.49, --,$0.00, --,1,18195,$588
Alabama,9/30/24,758,"4,257","1,567",482,$267.07,$8.31,$29.48,$9.87,0,5039877,$0
Alaska,9/30/24,76,486,155,38,$18.09,$0.98,$2.99,$1.52,0,732673,$0
Arizona,9/30/24,"1,378","7,183","1,300",438,$389.13,$28.34,$18.87,$9.88,1,7359197,$588
Arkansas,9/30/24,341,"2,050",767,160,$147.92,$1.69,$14.36,$2.40,0,3011524,$0
Bedford,9/30/24,61,14,99,,$24.95,$0.00,$0.63, --,0,173292,$0
Berkshire,9/30/24,355,96,395,,$103.97,$0.00,$4.74, --,2,942400,"$1,176"
Blackpool,9/30/24,22,4,30,,$9.64,$0.00,$0.35, --,0,139300,$0
Buckinghamshire,9/30/24,280,63,349,,$99.33,$0.04,$3.25, --,0,812200,$0
Caerphilly County Borough,9/30/24,63,16,31,,$30.77,$0.00,$0.20, --,0,181019,$0
California,9/30/24,"4,374","40,029","10,560","1,544","$1,481.85",$141.25,$139.71,$29.41,13,39538223,"$7,644"
Central Bedfordshire,9/30/24,88,63,97,,$40.83,$0.00,$0.81, --,0,294200,$0
Cheshire East,9/30/24,98,92,130,,$42.43,$0.00,$0.88, --,0,398800,$0
Colorado,9/30/24,"1,053","9,827","1,389",223,$276.51,$20.61,$21.36,$3.73,1,5807719,$588
Connecticut,9/30/24,729,"5,795",980,249,$242.32,$19.01,$11.99,$6.04,4,3605597,"$2,352"
County Tyrone,9/30/24,58,22,46,,$68.52,$0.00,$0.58, --,0,182000,$0
Delaware,9/30/24,248,"1,191",401,45,$110.19,$3.83,$6.30,$0.70,0,1003384,$0
Devon,9/30/24,293,366,198,,$86.65,$0.00,$1.07, --,0,1194166,$0
District of Columbia,9/30/24,439,"4,836","1,120",220,$147.04,$11.17,$15.13,$5.92,2,689545,"$1,176"
Dundee City Council,9/30/24,53,132,65,,$26.33,$0.00,$0.28, --,1,148210,$588
England,9/30/24,"22,454","20,650","37,889",,"$7,004.62",$77.92,$350.16, --,45,56489800,"$26,460"
Essex,9/30/24,697,605,659,,$246.73,$0.07,$7.80, --,4,1832700,"$2,352"
Florida,9/30/24,"5,044","28,047","7,324","1,566","$1,781.99",$142.39,$107.73,$40.11,9,21781128,"$5,292"
Georgia,9/30/24,"2,936","14,812","5,891","1,492","$1,133.78",$43.05,$120.23,$38.48,11,10711908,"$6,468"
Glasgow City,9/30/24,392,303,438,,$120.92,$0.09,$4.20, --,0,635640,$0
Hampshire,9/30/24,532,142,492,,$193.11,$0.05,$4.06, --,6,1389200,"$3,528"
Hawaii,9/30/24,206,"2,294","1,188",142,$63.10,$4.03,$13.31,$1.13,1,1455271,$588
Idaho,9/30/24,260,"1,485",241,59,$59.74,$0.67,$2.74,$0.83,0,1839106,$0
Illinois,9/30/24,"2,322","17,896","6,003",516,$668.35,$55.46,$80.74,$10.62,6,12671469,"$3,528"
Indiana,9/30/24,951,"5,278","1,543",245,$213.96,$17.85,$22.83,$2.88,2,6785528,"$1,176"
Iowa,9/30/24,397,"2,012",597,76,$114.33,$2.26,$8.06,$1.97,0,3190369,$0
Isle of Anglesey,9/30/24,11,9,9,,$4.85,$0.00,$0.12, --,0,69961,$0
Kansas,9/30/24,360,"2,351",618,97,$96.19,$2.53,$11.34,$1.21,0,2937880,$0
Kent,9/30/24,663,599,779,,$182.72,$0.08,$8.04, --,1,1589100,$588
Kentucky,9/30/24,555,"2,509",995,174,$162.24,$9.82,$16.17,$3.21,0,4505836,$0
Kingston upon Hull,9/30/24,93,173,90,,$37.14,$0.83,$0.56, --,0,259778,$0
Lancashire,9/30/24,440,228,434,,$160.93,$0.00,$3.91, --,0,1517500,$0
Louisiana,9/30/24,686,"4,254","1,565",278,$282.41,$14.73,$32.31,$4.07,1,4657757,$588
Maine,9/30/24,251,"2,048",243,55,$80.63,$4.94,$2.71,$0.67,1,1372247,$588
Maryland,9/30/24,"1,667","10,258","3,439",749,$634.90,$29.40,$55.33,$22.14,6,6165129,"$3,528"
Massachusetts,9/30/24,"1,394","15,336","3,438",403,$440.31,$155.21,$48.98,$6.34,0,6984723,$0
Michigan,9/30/24,"1,571","8,131","1,886",312,$434.55,$31.76,$34.92,$6.92,4,10077331,"$2,352"
Midlothian,9/30/24,30,25,13,,$18.66,$0.06,$0.21, --,0,93830,$0
Minnesota,9/30/24,869,"5,840","1,600",218,$183.37,$21.73,$22.39,$1.88,1,5706398,$588
Mississippi,9/30/24,378,"1,967","1,189",259,$189.79,$6.29,$24.14,$4.62,3,2949965,"$1,764"
Missouri,9/30/24,934,"5,544","1,447",246,$375.88,$9.63,$24.43,$3.09,2,6168187,"$1,176"
Montana,9/30/24,159,893,81,15,$32.95,$0.64,$1.12,$0.29,0,1084225,$0
Nebraska,9/30/24,299,"1,394",332,47,$47.34,$8.13,$5.15,$0.63,0,1961504,$0
Nevada,9/30/24,585,"3,567",907,274,$457.45,$25.66,$11.37,$5.03,2,3104614,"$1,176"
New Hampshire,9/30/24,258,"1,717",362,39,$47.87,$25.15,$5.20,$0.35,0,1388992,$0
New Jersey,9/30/24,"2,249","15,411","4,881",568,$776.58,$63.58,$74.71,$11.95,3,9288994,"$1,764"
New Mexico,9/30/24,229,"1,848",378,133,$25.46,$4.19,$4.99,$2.00,0,2117522,$0
New York,9/30/24,"4,503","44,520","11,249","1,303","$1,450.74",$588.67,$163.10,$25.08,17,19835913,"$9,996"
North Carolina,9/30/24,"2,020","14,641","3,288","1,257",$872.90,$101.73,$67.59,$18.87,3,10551162,"$1,764"
North Dakota,9/30/24,80,414,122,13,$14.78,$2.36,$1.61,$0.57,0,779702,$0
North Lanarkshire,9/30/24,99,58,69,,$44.07,$0.00,$0.49, --,0,341140,$0
Northern Ireland,9/30/24,574,655,393,,$203.74,$1.05,$2.59, --,0,1903100,$0
Ohio,9/30/24,"1,993","10,220","2,492",445,$458.33,$74.27,$37.84,$5.94,6,11780017,"$3,528"
Oklahoma,9/30/24,491,"2,458",972,193,$110.61,$6.03,$17.76,$1.98,2,3986639,"$1,176"
Oregon,9/30/24,745,"4,567","1,093",143,$133.36,$11.90,$13.51,$3.52,0,4237256,$0
Orkney,9/30/24,16,,3,,$2.02, --,$0.02, --,0,22400,$0
Pembrokeshire,9/30/24,44,18,17,,$17.42,$0.07,$0.08, --,0,125818,$0
Pennsylvania,9/30/24,"2,251","12,818","3,277",443,$739.10,$30.63,$62.90,$7.41,7,12964056,"$4,116"
Plymouth,9/30/24,200,138,197,,$67.08,$0.00,$1.67, --,0,263100,$0
Powys,9/30/24,31,8,17,,$13.85,$0.00,$0.07, --,0,133030,$0
Rhode Island,9/30/24,175,"1,294",275,37,$35.63,$49.36,$4.03,$0.31,2,1098163,"$1,176"
San Francisco Bay Area,9/30/24,"1,169","20,725","3,226",441,$351.73,$68.93,$36.56,$7.57,1,7753000,$588
Scotland,9/30/24,"1,411","1,954","1,079",,$556.06,$2.25,$8.32, --,5,5479900,"$2,940"
Silicon Valley,9/30/24,333,"6,323",953,109,$132.94,$20.23,$11.87,$1.75,1,3137600,$588
Somerset,9/30/24,175,100,120,,$65.52,$0.00,$0.62, --,0,965424,$0
South Carolina,9/30/24,874,"4,654","1,281",330,$331.33,$25.23,$22.87,$4.87,4,5190705,"$2,352"
South Dakota,9/30/24,102,466,141,25,$31.99,$0.10,$1.65,$0.08,0,903027,$0
Stoke-on-Trent,9/30/24,81,68,96,,$40.38,$0.00,$0.48, --,2,256621,"$1,176"
Tennessee,9/30/24,"1,044","5,231","1,651",367,$386.60,$19.99,$32.02,$5.99,4,6975218,"$2,352"
Texas,9/30/24,"5,246","35,798","11,399","1,980","$1,937.95",$163.75,$145.02,$44.64,9,29527941,"$5,292"
Utah,9/30/24,496,"3,015",681,119,$143.58,$2.92,$9.80,$2.20,0,3337975,$0
Vale of Glamorgan,9/30/24,41,9,16,,$9.27,$0.00,$0.09, --,0,136720,$0
Vermont,9/30/24,104,877,113,13,$39.49,$3.20,$1.54,$0.14,0,643077,$0
Virginia,9/30/24,"2,011","17,244","4,015",599,$763.29,$67.95,$55.98,$14.43,4,8642274,"$2,352"
Wales,9/30/24,946,892,747,,$357.86,$1.00,$5.65, --,1,3105000,$588
Washington,9/30/24,"1,276","10,603","2,863",473,$406.06,$36.93,$35.99,$6.19,0,7796941,$0
West Virginia,9/30/24,182,653,366,35,$50.24,$10.47,$4.84,$0.76,0,1782959,$0
Wisconsin,9/30/24,749,"4,181",853,157,$197.31,$18.52,$13.77,$3.57,5,5893718,"$2,940"
Wyoming,9/30/24,75,595,88,15,$18.79,$0.00,$1.13,$0.15,0,577719,$0
Akrotiri and Dhekelia,10/7/24,,,3,, --, --,$0.01, --,0,18195,$0
Alabama,10/7/24,748,327,"1,302",159,$295.82,$5.41,$31.09,$4.13,1,5039877,$588
Alaska,10/7/24,83,33,116,16,$24.28,$0.00,$1.50,$0.34,0,732673,$0
Arizona,10/7/24,"1,507",517,"1,226",195,$413.95,$53.29,$18.56,$6.28,2,7359197,"$1,176"
Arkansas,10/7/24,364,113,545,48,$92.23,$10.75,$11.63,$1.21,0,3011524,$0
Bedford,10/7/24,65,49,50,,$17.27,$0.00,$0.69, --,0,173292,$0
Berkshire,10/7/24,293,294,225,,$125.95,$4.63,$3.77, --,0,942400,$0
Blackpool,10/7/24,41,9,19,,$21.11,$0.00,$0.21, --,0,139300,$0
Buckinghamshire,10/7/24,246,220,197,,$79.32,$0.08,$3.70, --,0,812200,$0
Caerphilly County Borough,10/7/24,42,55,22,,$12.68,$0.00,$0.27, --,0,181019,$0
California,10/7/24,"4,697","4,456","8,525","1,097","$1,507.88",$363.64,$123.51,$37.94,16,39538223,"$9,408"
Central Bedfordshire,10/7/24,62,92,46,,$17.02,$0.00,$0.86, --,0,294200,$0
Cheshire East,10/7/24,136,176,72,,$11.56,$2.78,$1.73, --,0,398800,$0
Colorado,10/7/24,"1,147",749,"1,300",134,$278.41,$3.61,$17.35,$3.94,2,5807719,"$1,176"
Connecticut,10/7/24,706,594,800,131,$227.30,$43.25,$13.98,$3.17,0,3605597,$0
County Tyrone,10/7/24,45,136,39,,$30.45,$0.65,$0.34, --,2,182000,"$1,176"
Delaware,10/7/24,266,108,289,24,$222.77,$0.28,$4.10,$0.82,0,1003384,$0
Devon,10/7/24,263,496,105,,$63.67,$0.54,$0.97, --,0,1194166,$0
District of Columbia,10/7/24,404,419,765,98,$132.56,$8.63,$11.75,$2.70,1,689545,$588
Dundee City Council,10/7/24,54,196,51,,$23.84,$0.14,$0.48, --,0,148210,$0
England,10/7/24,"21,053","38,187","19,343",,"$6,717.10",$165.02,$348.85, --,60,56489800,"$35,280"
Essex,10/7/24,586,748,380,,$245.40,$4.80,$7.88, --,1,1832700,$588
Florida,10/7/24,"4,622","2,278","6,271","1,036","$1,608.54",$95.99,$116.43,$41.00,8,21781128,"$4,704"
Georgia,10/7/24,"3,110","1,451","5,177",629,"$1,452.01",$107.35,$130.82,$25.92,4,10711908,"$2,352"
Glasgow City,10/7/24,354,348,246,,$106.84,$2.94,$6.20, --,3,635640,"$1,764"
Hampshire,10/7/24,454,352,297,,$110.44,$0.48,$5.97, --,0,1389200,$0
Hawaii,10/7/24,251,312,861,118,$34.14,$2.95,$9.93,$1.86,0,1455271,$0
Idaho,10/7/24,231,94,213,20,$78.64,$0.26,$2.77,$0.49,0,1839106,$0
Illinois,10/7/24,"2,539","1,617","4,890",368,$919.29,$90.52,$75.62,$10.00,3,12671469,"$1,764"
Indiana,10/7/24,955,319,"1,388",123,$236.76,$16.72,$20.81,$3.28,3,6785528,"$1,764"
Iowa,10/7/24,389,115,497,34,$86.93,$1.89,$7.05,$0.53,0,3190369,$0
Isle of Anglesey,10/7/24,20,29,9,,$14.30,$0.00,$0.13, --,1,69961,$588
Kansas,10/7/24,371,145,524,36,$154.80,$0.01,$13.40,$0.35,0,2937880,$0
Kent,10/7/24,696,"1,396",443,,$287.08,$1.96,$7.54, --,0,1589100,$0
Kentucky,10/7/24,559,779,737,67,$185.15,$35.91,$12.60,$1.65,1,4505836,$588
Kingston upon Hull,10/7/24,93,393,41,,$55.02,$0.33,$0.52, --,0,259778,$0
Lancashire,10/7/24,375,560,261,,$151.18,$0.84,$4.39, --,0,1517500,$0
Louisiana,10/7/24,684,304,"1,166",147,$234.31,$0.62,$23.72,$3.62,1,4657757,$588
Maine,10/7/24,224,161,210,24,$39.46,$3.79,$3.07,$0.26,0,1372247,$0
Maryland,10/7/24,"1,872",942,"2,833",350,$545.06,$58.98,$57.66,$9.94,2,6165129,"$1,176"
Massachusetts,10/7/24,"1,716","1,667","2,788",268,$447.73,$45.19,$41.88,$5.12,1,6984723,$588
Michigan,10/7/24,"1,627",542,"1,894",163,$487.12,$12.85,$36.47,$2.96,1,10077331,$588
Midlothian,10/7/24,22,25,13,,$1.66,$0.00,$0.08, --,0,93830,$0
Minnesota,10/7/24,951,364,"1,402",133,$222.50,$15.45,$18.89,$3.77,1,5706398,$588
Mississippi,10/7/24,368,109,737,87,$100.94,$1.29,$13.44,$1.84,1,2949965,$588
Missouri,10/7/24,925,314,"1,340",96,$324.14,$8.45,$24.32,$4.29,3,6168187,"$1,764"
Montana,10/7/24,130,42,91,9,$31.30,$0.00,$1.66,$0.65,0,1084225,$0
Nebraska,10/7/24,302,89,339,29,$124.57,$0.25,$4.59,$0.26,0,1961504,$0
Nevada,10/7/24,623,417,867,142,$377.44,$44.62,$19.42,$3.93,3,3104614,"$1,764"
New Hampshire,10/7/24,285,103,247,16,$44.39,$0.03,$3.26,$0.47,0,1388992,$0
New Jersey,10/7/24,"2,199","1,952","3,430",425,$647.68,$106.85,$56.04,$22.11,5,9288994,"$2,940"
New Mexico,10/7/24,271,93,394,42,$126.48,$0.00,$6.04,$0.44,1,2117522,$588
New York,10/7/24,"4,806","10,817","8,763",928,"$1,540.34",$713.38,$148.38,$26.10,37,19835913,"$21,756"
North Carolina,10/7/24,"2,183","1,435","2,815",407,$839.10,$28.56,$77.91,$10.48,7,10551162,"$4,116"
North Dakota,10/7/24,95,32,116,4,$27.69,$0.06,$1.59,$0.04,0,779702,$0
North Lanarkshire,10/7/24,65,152,35,,$5.14,$0.57,$0.58, --,0,341140,$0
Northern Ireland,10/7/24,510,"1,859",213,,$147.29,$5.87,$2.98, --,2,1903100,"$1,176"
Ohio,10/7/24,"2,048",829,"2,315",176,$676.21,$78.40,$45.16,$5.89,2,11780017,"$1,176"
Oklahoma,10/7/24,489,137,822,87,$98.99,$36.23,$12.46,$3.19,1,3986639,$588
Oregon,10/7/24,713,379,951,105,$119.20,$1.11,$13.29,$3.04,1,4237256,$588
Orkney,10/7/24,5,,,,$0.00, --, --, --,0,22400,$0
Orkney,10/7/24,,3,5,, --,$0.00,$0.01, --,0,22400,$0
Pembrokeshire,10/7/24,40,40,11,,$17.56,$0.00,$0.04, --,0,125818,$0
Pennsylvania,10/7/24,"2,341","1,220","2,592",233,$765.64,$35.42,$49.19,$4.23,4,12964056,"$2,352"
Plymouth,10/7/24,170,200,86,,$60.30,$0.13,$1.64, --,1,263100,$588
Powys,10/7/24,18,18,21,,$7.72,$0.00,$0.19, --,0,133030,$0
Rhode Island,10/7/24,192,128,191,14,$96.40,$2.51,$2.57,$0.22,0,1098163,$0
San Francisco Bay Area,10/7/24,"1,298","2,607","2,710",283,$509.12,$103.00,$39.15,$5.50,9,7753000,"$5,292"
Scotland,10/7/24,"1,217","3,360",656,,$351.81,$16.82,$11.20, --,3,5479900,"$1,764"
Silicon Valley,10/7/24,366,826,771,80,$65.10,$6.98,$10.31,$1.51,0,3137600,$0
Somerset,10/7/24,190,170,76,,$63.01,$0.00,$1.33, --,0,965424,$0
South Carolina,10/7/24,942,559,"1,125",139,$333.61,$30.10,$21.84,$3.78,1,5190705,$588
South Dakota,10/7/24,82,26,105,5,$30.40,$0.31,$1.01,$0.02,0,903027,$0
Stoke-on-Trent,10/7/24,79,184,62,,$36.15,$0.07,$1.03, --,0,256621,$0
Tennessee,10/7/24,"1,117",529,"1,490",203,$343.73,$102.54,$27.67,$4.58,1,6975218,$588
Texas,10/7/24,"5,420","2,373","9,995","1,165","$1,515.06",$147.10,$155.88,$43.38,5,29527941,"$2,940"
Utah,10/7/24,473,172,566,59,$69.78,$0.51,$8.90,$1.20,1,3337975,$588
Vale of Glamorgan,10/7/24,33,42,32,,$0.67,$0.35,$0.32, --,0,136720,$0
Vermont,10/7/24,95,81,99,6,$248.91,$0.02,$1.18,$0.06,1,643077,$588
Virginia,10/7/24,"1,979","1,537","3,367",337,$721.20,$17.38,$49.47,$7.32,4,8642274,"$2,352"
Wales,10/7/24,826,"2,355",487,,$333.39,$7.35,$5.26, --,0,3105000,$0
Washington,10/7/24,"1,297","1,179","2,353",240,$571.72,$19.30,$34.12,$7.06,1,7796941,$588
West Virginia,10/7/24,190,58,267,14,$5.30,$2.97,$3.88,$0.46,0,1782959,$0
Wisconsin,10/7/24,804,208,687,53,$264.20,$5.59,$13.07,$0.70,2,5893718,"$1,176"
Wyoming,10/7/24,67,35,58,2,$53.88,$3.06,$0.60,$0.00,0,577719,$0
Akrotiri and Dhekelia,10/14/24,3,,1,,$5.03, --,$0.00, --,0,18195,$0
Alabama,10/14/24,711,322,"1,434",202,$443.26,$29.04,$26.53,$2.37,3,5039877,"$1,764"
Alaska,10/14/24,95,53,100,24,$71.87,$0.00,$1.43,$0.34,0,732673,$0
Arizona,10/14/24,"1,270",542,"1,174",292,$673.14,$10.16,$21.96,$2.31,1,7359197,$588
Arkansas,10/14/24,301,112,617,83,$142.41,$6.56,$11.85,$0.58,1,3011524,$588
Bedford,10/14/24,64,59,56,,$23.47,$0.00,$0.74, --,0,173292,$0
Berkshire,10/14/24,282,91,222,,$99.00,$1.10,$7.37, --,1,942400,$588
Blackpool,10/14/24,18,11,16,,$3.56,$0.00,$1.17, --,0,139300,$0
Buckinghamshire,10/14/24,250,69,212,,$62.91,$0.95,$4.25, --,1,812200,$588
Caerphilly County Borough,10/14/24,43,45,25,,$22.66,$0.00,$0.50, --,2,181019,"$1,176"
California,10/14/24,"4,588","4,348","5,759","1,340","$1,986.71",$204.89,$97.52,$30.03,6,39538223,"$3,528"
Central Bedfordshire,10/14/24,69,29,58,,$18.66,$1.23,$2.00, --,0,294200,$0
Cheshire East,10/14/24,129,34,75,,$42.41,$0.00,$1.50, --,0,398800,$0
Colorado,10/14/24,"1,104",799,"1,176",202,$528.77,$9.23,$16.74,$1.74,1,5807719,$588
Connecticut,10/14/24,635,569,568,227,$323.79,$87.53,$7.16,$4.12,1,3605597,$588
County Tyrone,10/14/24,69,53,15,,$27.05,$0.17,$0.32, --,0,182000,$0
Delaware,10/14/24,277,87,215,51,$147.76,$0.00,$6.13,$0.79,1,1003384,$588
Devon,10/14/24,219,153,126,,$87.38,$5.23,$2.28, --,0,1194166,$0
District of Columbia,10/14/24,422,374,606,107,$200.47,$14.02,$12.25,$1.39,1,689545,$588
Dundee City Council,10/14/24,76,51,34,,$45.34,$0.94,$0.54, --,0,148210,$0
England,10/14/24,"19,537","16,758","14,050",,"$6,287.46",$158.21,$332.17, --,50,56489800,"$29,400"
Essex,10/14/24,507,291,361,,$204.78,$2.14,$7.34, --,2,1832700,"$1,176"
Florida,10/14/24,"5,581","2,732","5,771","1,702","$3,091.62",$43.21,$117.09,$30.26,9,21781128,"$5,292"
Georgia,10/14/24,"2,849","1,449","5,263",740,"$1,659.94",$64.74,$142.12,$15.73,8,10711908,"$4,704"
Glasgow City,10/14/24,336,187,145,,$127.94,$4.45,$2.87, --,0,635640,$0
Hampshire,10/14/24,414,90,266,,$161.02,$0.38,$5.55, --,0,1389200,$0
Hawaii,10/14/24,235,217,637,110,$142.36,$2.04,$12.44,$2.06,2,1455271,"$1,176"
Idaho,10/14/24,212,85,179,45,$89.62,$0.00,$1.95,$0.17,0,1839106,$0
Illinois,10/14/24,"2,406","1,647","4,241",636,"$1,111.34",$131.45,$60.92,$14.09,2,12671469,"$1,176"
Indiana,10/14/24,932,526,"1,078",168,$331.57,$80.89,$23.28,$2.22,3,6785528,"$1,764"
Iowa,10/14/24,359,163,385,59,$210.01,$0.99,$4.59,$0.70,1,3190369,$588
Isle of Anglesey,10/14/24,22,6,5,,$6.63,$0.00,$0.04, --,0,69961,$0
Kansas,10/14/24,344,138,486,61,$106.92,$2.32,$5.79,$2.51,1,2937880,$588
Kent,10/14/24,610,402,378,,$154.92,$0.00,$6.92, --,0,1589100,$0
Kentucky,10/14/24,541,326,695,120,$290.41,$29.77,$15.39,$0.99,2,4505836,"$1,176"
Kingston upon Hull,10/14/24,101,102,35,,$33.90,$0.52,$2.53, --,0,259778,$0
Lancashire,10/14/24,398,152,166,,$128.23,$1.31,$4.51, --,1,1517500,$588
Louisiana,10/14/24,675,289,"1,050",174,$493.23,$11.05,$15.80,$4.03,2,4657757,"$1,176"
Maine,10/14/24,246,149,196,21,$79.17,$57.31,$2.53,$0.08,0,1372247,$0
Maryland,10/14/24,"1,645",826,"2,544",417,$838.75,$15.30,$75.96,$15.14,4,6165129,"$2,352"
Massachusetts,10/14/24,"1,636","1,706","1,884",343,$558.67,$19.14,$32.60,$10.29,4,6984723,"$2,352"
Michigan,10/14/24,"1,486",656,"1,655",315,$874.55,$6.49,$27.78,$12.33,4,10077331,"$2,352"
Midlothian,10/14/24,23,8,12,,$2.23,$0.00,$0.22, --,0,93830,$0
Minnesota,10/14/24,811,432,"1,122",158,$384.84,$5.38,$15.31,$1.94,3,5706398,"$1,764"
Mississippi,10/14/24,348,140,655,107,$214.37,$45.48,$11.17,$1.74,0,2949965,$0
Missouri,10/14/24,824,463,"1,663",156,$486.71,$9.08,$22.27,$3.53,3,6168187,"$1,764"
Montana,10/14/24,139,48,92,13,$80.29,$0.00,$1.98,$0.04,0,1084225,$0
Nebraska,10/14/24,250,107,261,36,$188.42,$0.35,$3.11,$0.55,0,1961504,$0
Nevada,10/14/24,620,384,682,204,$401.55,$5.43,$11.59,$5.67,0,3104614,$0
New Hampshire,10/14/24,285,142,175,30,$114.24,$2.31,$1.95,$0.97,0,1388992,$0
New Jersey,10/14/24,"2,431","1,906","2,501",608,$950.54,$55.06,$52.56,$30.50,2,9288994,"$1,176"
New Mexico,10/14/24,242,119,524,79,$123.70,$8.62,$5.61,$0.69,0,2117522,$0
New York,10/14/24,"4,461","9,706","5,988","1,384","$2,116.22",$764.80,$100.42,$34.40,16,19835913,"$9,408"
North Carolina,10/14/24,"2,071","1,251","3,145",667,"$1,270.79",$117.77,$90.47,$12.94,4,10551162,"$2,352"
North Dakota,10/14/24,88,19,87,13,$40.41,$0.00,$2.12,$0.03,0,779702,$0
North Lanarkshire,10/14/24,79,53,42,,$12.88,$1.34,$0.82, --,0,341140,$0
